,age,num_previous_recidivisms,race_Caucasian,race_Hispanic,race_Other,gender_Male,registeredSexOffender_TRUE,violentOffender_TRUE,gangMember_x_TRUE,homeless_TRUE,DNACollected_TRUE,employmentStatus_Full_Time,employmentStatus_Part_Time,employmentStatus_Unemployed,HighestEducationLevel_High_School_Diploma,HighestEducationLevel_No_HS_Diploma,HighestEducationLevel_Some_College,licenseStatus_Not_Suspended,licenseStatus_Suspended,time_in_Work_Release (month),time_in_Monitoring (month),recidivism,time_to_recidivism_months,time_to_recidivism_category
14266,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.237802524,4.896134471,0,,
14267,35,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.091268966,1.099307301,1,3.6666666666666665,3 to 6
14268,41,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,3.158746159,4.454445575,0,,
14269,34,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.486957567,1.771483532,1,9.1,9 to 12
14270,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.121776571,0.33814486,0,,
14271,44,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.82065123,2.628386005,0,,
14272,32,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.593534835,5.105479137,0,,
14273,25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3.392863115,3.026732869,1,16.166666666666668,15 to 18
14274,51,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2.448569327,7.517785473,0,,
14275,48,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5.612732715,1.754258516,0,,
14276,51,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.804416397,5.46491323,0,,
14277,52,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.815031027,3.745409768,0,,
14278,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.803836038,6.921379943,0,,
14279,28,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,3.609571488,3.139149793,0,,
14280,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7.158237891,8.238787511,0,,
14281,42,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.208106801,7.555804645,0,,
14282,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.523133976,0.839275561,1,22.633333333333333,21 to 24
14283,44,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,4.607771791,7.240629082,1,34.53333333333333,33 to 36
14284,51,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.811733379,1.401723488,0,,
14285,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11.95464527,8.057108444,0,,
14286,33,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5.602466872,2.809605172,1,0.7666666666666667,0 to 3
14287,44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5.003141029,4.328429822,0,,
14288,39,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,7.787593966,17.12778357,0,,
14289,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.216344489,9.648270693,1,22.03333333333334,21 to 24
14290,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.411758589,11.08354338,0,,
14291,29,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.908926251,0.220350285,0,,
14292,28,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.884011958,5.537994667,0,,
14293,46,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.327148372,10.8835056,0,,
14294,32,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.173440956,6.566392586,1,34.266666666666666,33 to 36
14295,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.122217962,0.297905953,0,,
14296,41,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.593143349,1.44584107,0,,
14297,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.563269568,5.659807133,0,,
14298,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.418347541,1.197091328,0,,
14299,39,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,3.619617078,1.048242352,0,,
14300,42,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1.078736702,1.081878821,1,3.966666666666667,3 to 6
14301,42,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1.455607155,0.112609825,0,,
14302,23,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0.613798641,0.153766035,1,32.43333333333333,30 to 33
14303,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.278951491,8.247739879,1,31.83333333333333,30 to 33
14304,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.24485907,2.489881723,0,,
14305,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.249444804,2.805627366,0,,
14306,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.422472797,1.508238922,0,,
14307,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.389805528,15.08154565,0,,
14308,36,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.057954744,8.871781543,1,32.9,30 to 33
14309,31,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.518937382,0.342365207,0,,
14310,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.533307104,0.433440006,0,,
14311,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.808563377,1.827733583,0,,
14312,26,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0.62117403,0.440475035,1,27.333333333333332,27 to 30
14313,44,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.835082106,6.132125434,1,29.6,27 to 30
14314,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66566768,8.96831228,0,,
14315,26,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.23681986,4.014312038,0,,
14316,34,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,3.351397104,13.21725646,0,,
14317,28,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3.308685564,9.909978728,0,,
14318,55,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.824324641,6.639873838,0,,
14319,36,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.059027665,1.188183601,0,,
14320,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.636475794,4.2747654,0,,
14321,27,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1.823536365,1.352750756,1,17.833333333333332,15 to 18
14322,73,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.187773957,3.240444283,0,,
14323,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.128893218,0.55258457,0,,
14324,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.152428788,14.88810361,0,,
14325,41,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.746911265,0.303950957,0,,
14326,33,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3.026930506,5.108149575,0,,
14327,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8.070149347,1.810844223,0,,
14328,33,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.14178691,2.130737351,0,,
14329,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.605512964,14.26420474,0,,
14330,38,4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1.513465202,1.639588535,1,18.6,18 to 21
14331,21,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.438817777,15.03440323,1,23.833333333333332,21 to 24
14332,37,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1.322618963,0.542323191,1,5.6,3 to 6
14333,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.087777238,0.221243211,1,20.6,18 to 21
14334,53,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.730027093,0.368324598,0,,
14335,32,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.57931626,4.021942093,0,,
14336,31,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.15373363,1.689614459,0,,
14337,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.430513634,2.496183021,0,,
14338,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,13.05630588,4.560491702,0,,
14339,30,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.368494853,1.419530194,0,,
14340,34,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.148634852,2.147591221,1,11.600000000000001,9 to 12
14341,25,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.035473221,0.175573932,0,,
14342,47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.361453276,0.354209219,0,,
14343,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.471453836,6.512276892,0,,
14344,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.531441617,0.531777882,0,,
14345,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.52401351,5.377023015,0,,
14346,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.796689967,8.409273813,1,32.99999999999999,30 to 33
14347,35,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.443701126,4.479526625,0,,
14348,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.329433202,15.38159616,0,,
14349,21,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.827554872,0.157101959,1,0.7,0 to 3
14350,53,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1.779738214,0.947382308,1,13.499999999999998,12 to 15
14351,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.033899295,4.121613075,1,25.666666666666668,24 to 27
14352,28,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.484225731,0.244728414,0,,
14353,28,2,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,4.755957955,2.162246907,0,,
14354,52,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.247963092,6.388478655,0,,
14355,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.250101385,0.087515211,0,,
14356,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.347690852,8.699207443,0,,
14357,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.405425145,1.788557083,0,,
14358,64,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.094786041,18.03070706,0,,
14359,42,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.826098385,0.018857645,0,,
14360,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.327071509,2.287765589,0,,
14361,39,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.116522664,2.372287088,0,,
14362,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.249068581,15.88796127,0,,
14363,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.503014394,1.429709055,0,,
14364,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.808494482,3.352729945,0,,
14365,61,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.353524691,22.06432821,1,14.533333333333333,12 to 15
14366,32,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.619090599,6.1124126,0,,
14367,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.026262097,0.451652539,0,,
14368,31,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.55175762,2.704410937,0,,
14369,61,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.057357114,0.849456462,0,,
14370,34,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.604356481,4.260888537,0,,
14371,40,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4.543472245,2.988327156,0,,
14372,54,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.965536106,2.668225468,0,,
14373,49,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5.96720604,1.167879946,0,,
14374,31,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.932696013,3.933056898,1,11.633333333333331,9 to 12
14375,30,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3.048350305,1.988548991,1,35.1,33 to 36
14376,37,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,6.512476927,4.742663428,0,,
14377,42,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3.905896251,14.93636259,0,,
14378,21,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1.395438157,5.586053818,0,,
14379,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.03026546,3.119518063,0,,
14380,25,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,4.871905054,2.648081818,0,,
14381,61,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.074332742,6.254761606,0,,
14382,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393780108,0.229870958,0,,
14383,26,5,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,11.0380894,2.548052713,0,,
14384,48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.916432329,7.012623807,0,,
14385,57,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.855327868,0.430724425,0,,
14386,31,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.446088542,2.057496245,1,33.23333333333333,33 to 36
14387,52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3.078056315,6.187738522,1,1.0,0 to 3
14388,46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.021408765,1.209490414,0,,
14389,33,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.092465739,0.970160464,0,,
14390,35,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,8.018777906,3.132590668,0,,
14391,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.43949107,7.942729992,1,3.466666666666667,3 to 6
14392,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.562633331,4.399436512,0,,
14393,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.921378773,1.77021755,1,2.8666666666666667,0 to 3
14394,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.553371562,0.8980528,0,,
14395,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.634881283,3.901390092,0,,
14396,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9.346928129,11.73066593,0,,
14397,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.833865961,0.74160488,0,,
14398,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.579079135,8.031589261,0,,
14399,58,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.788607793,5.516159035,0,,
14400,36,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.657219173,3.062638708,0,,
14401,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.332106071,2.282356382,0,,
14402,50,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.136080872,8.864988088,1,18.433333333333334,18 to 21
14403,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.669987618,6.757378787,0,,
14404,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.982742522,6.623604703,0,,
14405,60,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.858955297,0.511042132,0,,
14406,37,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1.638788729,2.584356929,0,,
14407,22,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.112750442,12.21117498,0,,
14408,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.247326521,3.913973018,0,,
14409,38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956878695,4.600986561,0,,
14410,24,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2.168784996,2.408110608,0,,
14411,34,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.033835174,15.82134933,0,,
14412,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.461460526,7.714686477,0,,
14413,56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.69585355,1.938433764,0,,
14414,29,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.663757638,1.445496192,0,,
14415,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.955076696,3.359984601,0,,
14416,47,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.892183358,0.042781524,0,,
14417,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691940266,8.580567151,0,,
14418,44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.356454613,0.996192431,0,,
14419,42,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.338498342,1.595893719,0,,
14420,33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.411449144,19.20983825,0,,
14421,26,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,8.164000344,4.860729518,0,,
14422,24,3,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1.198287005,11.81795904,0,,
14423,29,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1.272271605,1.378984144,1,7.8999999999999995,6 to 9
14424,71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.036732699,10.16521872,0,,
14425,34,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.336954712,3.293557905,0,,
14426,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35778197,8.231115333,0,,
14427,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.615120538,2.699790638,1,3.2666666666666666,3 to 6
14428,37,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.573529668,0.032672611,0,,
14429,37,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.254132895,4.609566722,0,,
14430,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.812255884,3.024313183,0,,
14431,40,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.590477491,1.67468013,1,0.9666666666666668,0 to 3
14432,48,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.60310283,4.447065413,0,,
14433,33,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0.535086599,0.769219283,0,,
14434,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5.352429195,0.462958514,0,,
14435,25,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1.104865653,4.955815141,1,21.5,21 to 24
14436,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6.904821268,5.492748436,0,,
14437,28,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1.193851462,11.89946031,0,,
14438,23,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5.931209681,7.914319732,0,,
14439,49,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.206241634,1.797254119,1,12.133333333333333,12 to 15
14440,43,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.324806921,3.801674254,0,,
14441,42,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.268586182,1.108032825,0,,
14442,26,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.314460907,0.078380898,1,20.966666666666665,18 to 21
14443,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.731986245,0.521406946,0,,
14444,75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.042713921,5.086949717,0,,
14445,45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.887346121,0.116914056,0,,
14446,34,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.427222628,1.307340118,1,1.4,0 to 3
14447,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.683606094,15.67539669,0,,
14448,31,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0.253906805,5.604733208,1,31.86666666666667,30 to 33
14449,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.363379789,2.282682817,0,,
14450,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.989729727,9.449267996,0,,
14451,55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.365750979,2.139089492,0,,
14452,42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.746577112,5.639877351,0,,
14453,25,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3.225238443,7.96129783,0,,
14454,32,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.214040041,2.50648299,0,,
14455,38,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.179449125,1.270822221,0,,
14456,41,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0.901364494,0.912206706,0,,
14457,32,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.002996233,4.457997861,0,,
14458,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.645518355,8.189835957,1,3.7666666666666666,3 to 6
14459,43,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.08603883,2.171758011,0,,
14460,26,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.995768552,0.541927683,1,10.23333333333333,9 to 12
14461,49,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.32090988,2.412661344,0,,
14462,50,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.055308444,5.270043758,0,,
14463,35,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.229239795,3.067903763,0,,
14464,51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.64296322,1.010533309,1,2.933333333333333,0 to 3
14465,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.18478372,11.57124669,0,,
14466,35,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.50062407,0.488712935,0,,
14467,33,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1.424207431,0.156943815,0,,
14468,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.456162793,2.161860843,0,,
14469,60,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.051442825,0.204533284,0,,
14470,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.377040266,2.036007595,1,4.4,3 to 6
14471,27,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.543973855,1.166114257,0,,
14472,26,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,2.388742811,5.803615271,1,29.466666666666665,27 to 30
14473,63,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.187573504,5.082933926,0,,
14474,62,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14.74873505,3.744369321,0,,
14475,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.752244226,0.497767104,0,,
14476,62,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.313400079,6.121320522,0,,
14477,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.478084363,0.337339642,0,,
14478,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.280378245,4.890740771,0,,
14479,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.211482196,5.544002689,0,,
14480,76,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.278727749,2.93743058,0,,
14481,47,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8.173396012,2.324519826,1,4.066666666666666,3 to 6
14482,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.677222857,4.160542771,0,,
14483,19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3.790101022,0.130336201,0,,
14484,38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14070971,3.828098749,0,,
14485,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.811953709,6.798267423,0,,
14486,43,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3.757088972,10.979366,0,,
14487,30,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.066918288,21.50375394,1,29.733333333333338,27 to 30
14488,35,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.403810259,2.875670674,1,15.633333333333333,15 to 18
14489,75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.823630915,1.908037625,0,,
14490,26,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.687792036,1.062937143,0,,
14491,60,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2.90181974,0.667634815,0,,
14492,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.882753327,4.584340054,0,,
14493,61,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7.229697888,6.441827907,0,,
14494,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.699416207,0.682279081,0,,
14495,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.543808724,2.647779787,0,,
14496,35,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.531420703,3.382899637,1,9.566666666666666,9 to 12
